token:16781129 lambda:0.999860
token:16812405 lambda:0.205562
token:50346497 lambda:0.250317
token:16788758 lambda:0.000001
token:16798691 lambda:0.000207
token:16808153 lambda:0.000222
token:16807996 lambda:0.000675
token:50344793 lambda:0.000244
token:16808700 lambda:0.000259
token:16821819 lambda:0.000240
token:16793447 lambda:0.000326
token:16782434 lambda:0.047464
token:16798346 lambda:0.000666
token:16804312 lambda:0.000077
token:16812725 lambda:0.001257
token:16819137 lambda:0.000078
token:16788807 lambda:0.000560
token:16863500 lambda:0.000155
token:16799973 lambda:0.000709
token:16803245 lambda:0.085408
token:50338544 lambda:0.000269
token:16807317 lambda:0.000530
token:50345405 lambda:0.147380
token:50350458 lambda:0.000008
token:50332944 lambda:0.000034
token:16814345 lambda:0.000115
token:16821299 lambda:0.000078
token:16793403 lambda:0.220665
token:16827033 lambda:0.000696
token:50358956 lambda:0.000006
token:16782493 lambda:0.036881
token:16781593 lambda:0.000258
token:16781231 lambda:0.321739
token:16828685 lambda:0.004186
token:50345829 lambda:0.000017
token:16797716 lambda:0.007327
token:16857790 lambda:0.000240
token:50349218 lambda:0.013491
token:50345059 lambda:0.000226
token:50339392 lambda:0.059929
token:16862212 lambda:0.001440
token:16790226 lambda:0.002270
token:16818933 lambda:0.000001
token:16782216 lambda:0.388238
token:16819200 lambda:0.392747
token:16799134 lambda:0.198215
token:16780917 lambda:0.001334
token:16841000 lambda:0.173191
token:16821354 lambda:0.000163
token:16832888 lambda:0.963380
token:50347255 lambda:0.008367
token:16844436 lambda:0.000240
token:16816473 lambda:0.000431
token:16782729 lambda:0.000114
token:16811270 lambda:0.000728
token:16815925 lambda:0.000320
token:16790290 lambda:0.014246
token:50353642 lambda:0.000039
token:16816967 lambda:0.000240
token:16810541 lambda:0.015813
token:16808291 lambda:0.009459
token:50336958 lambda:0.111883
token:50358268 lambda:0.000162
token:50342138 lambda:0.000505
token:16813045 lambda:0.000134
token:16803000 lambda:0.000221
token:16870289 lambda:0.000091
token:50341418 lambda:0.032707
token:16783765 lambda:0.052024
token:16803992 lambda:0.000008
token:50341056 lambda:0.437743
token:16818453 lambda:0.003549
token:16866450 lambda:0.000050
token:50348973 lambda:0.000627
token:16797431 lambda:0.019882
token:16867697 lambda:0.000483
token:16827262 lambda:0.999596
token:16817109 lambda:0.000679
token:16809439 lambda:0.001650
token:50336303 lambda:0.049397
token:16823990 lambda:0.004911
token:16787025 lambda:0.257458
token:16820205 lambda:0.000079
token:16790007 lambda:0.000648
token:50356256 lambda:0.000080
token:16788178 lambda:0.000201
token:16780474 lambda:0.022041
token:16815617 lambda:0.001564
token:16827400 lambda:0.000056
token:16817748 lambda:0.000002
token:16807051 lambda:0.000324
token:16788644 lambda:0.997236
token:16798542 lambda:0.000170
token:33566570 lambda:0.000626
token:33561441 lambda:0.000981
token:50357873 lambda:0.963380
token:16798646 lambda:0.001502
token:16790915 lambda:0.001698
token:50334992 lambda:0.097572
token:16806535 lambda:0.000004
token:50349480 lambda:0.000240
token:16810110 lambda:0.000807
token:50343158 lambda:0.002833
token:50353520 lambda:0.000111
token:16798114 lambda:0.000253
token:16778041 lambda:0.006639
token:50347344 lambda:0.000213
token:16807835 lambda:0.000240
token:50347158 lambda:0.000090
token:16799082 lambda:0.001722
token:50335927 lambda:0.018215
token:16796459 lambda:0.000607
token:16818445 lambda:0.004323
token:16853031 lambda:0.999859
token:50333399 lambda:0.168918
token:16833750 lambda:0.000240
token:50343907 lambda:0.000386
token:16797103 lambda:0.000070
token:50349050 lambda:0.001611
token:16800713 lambda:0.001378
token:50338381 lambda:0.006774
token:16863056 lambda:0.000240
token:16829338 lambda:0.999270
token:16815600 lambda:0.007282
token:16794628 lambda:0.008771
token:16788252 lambda:0.000251
token:50335571 lambda:0.000464
token:16808528 lambda:0.000274
token:16783837 lambda:0.999934
token:16807219 lambda:0.255284
token:16802806 lambda:0.001543
token:16825583 lambda:0.000060
token:16792738 lambda:0.000147
token:16817060 lambda:0.000172
token:16780299 lambda:0.002544
token:50343410 lambda:0.998402
token:16777585 lambda:0.000352
token:16811399 lambda:0.000066
token:50348711 lambda:0.002696
token:16824716 lambda:0.996431
token:50341739 lambda:0.263758
token:50346416 lambda:0.000183
token:16795963 lambda:0.000143
token:16797541 lambda:0.893865
token:50334151 lambda:0.000265
token:16779382 lambda:0.089219
token:16797066 lambda:0.000220
token:16809045 lambda:0.186831
token:50345444 lambda:0.000268
token:16790612 lambda:0.000353
token:50349727 lambda:0.000020
token:16803875 lambda:0.000476
token:16804199 lambda:0.000636
token:16826965 lambda:0.000001
token:16830531 lambda:0.000229
token:16785556 lambda:0.033121
token:16802134 lambda:0.000240
token:16858733 lambda:0.000147
token:16850467 lambda:0.009629
token:16829783 lambda:0.994848
token:16841533 lambda:0.000240
token:16818100 lambda:0.000122
token:16786767 lambda:0.027405
token:16804503 lambda:0.000328
token:16790681 lambda:0.000006
token:16783280 lambda:0.087056
token:16856793 lambda:0.000203
token:16825109 lambda:0.000088
token:16777997 lambda:0.002588
token:16783308 lambda:0.001323
token:16800193 lambda:0.005255
token:16820966 lambda:0.000578
token:16870401 lambda:0.000053
token:16830470 lambda:0.000167
token:16781801 lambda:0.003115
token:16863598 lambda:0.000222
token:16798270 lambda:0.003315
token:50353454 lambda:0.164273
token:16805739 lambda:0.414159
token:16814946 lambda:0.003407
token:16834449 lambda:0.992330
token:16815012 lambda:0.005446
token:50347190 lambda:0.000694
token:16818936 lambda:0.000635
token:50352472 lambda:0.000111
token:50333655 lambda:0.999547
token:16800535 lambda:0.001086
token:16829272 lambda:0.000226
token:33555364 lambda:0.999673
token:16802522 lambda:0.000515
token:16849880 lambda:0.999999
token:16802460 lambda:0.000403
token:16791031 lambda:0.000288
token:16792576 lambda:0.600447
token:16867092 lambda:0.000240
token:16796718 lambda:0.001937
token:16799427 lambda:0.000001
token:16785926 lambda:0.000303
token:16864586 lambda:0.000240
token:16815604 lambda:0.000140
token:16816424 lambda:0.000043
token:16783590 lambda:0.000248
token:16778285 lambda:0.003708
token:16826823 lambda:0.995243
token:50352726 lambda:0.000001
token:16829315 lambda:0.059929
token:16856059 lambda:0.000050
token:16809636 lambda:0.992856
token:16790187 lambda:0.998711
token:16799159 lambda:0.000310
token:16820149 lambda:0.000046
token:16780262 lambda:0.000258
token:16813011 lambda:0.002807
token:50339280 lambda:0.001296
token:16799640 lambda:0.000361
token:33566318 lambda:0.001593
token:16788926 lambda:0.000467
token:16792106 lambda:0.001339
token:16797255 lambda:0.998774
token:50332883 lambda:0.349780
token:16825588 lambda:0.000426
token:16792610 lambda:0.000657
token:16812662 lambda:0.003562
token:16802195 lambda:0.000158
token:16808522 lambda:0.000071
token:16818600 lambda:0.000227
token:16824019 lambda:0.000049
token:50343210 lambda:0.999478
token:50344155 lambda:0.005449
token:50355300 lambda:0.999277
token:16781969 lambda:0.001875
token:16857701 lambda:0.963380
token:50334531 lambda:0.000358
token:16832513 lambda:0.001709
token:50343501 lambda:0.024706
token:16783307 lambda:0.855202
token:16814601 lambda:0.000008
token:16814283 lambda:0.000008
token:16812316 lambda:0.002145
token:16822127 lambda:0.000180
token:33561727 lambda:0.000279
token:16804076 lambda:0.066255
token:16800887 lambda:0.000081
token:16809041 lambda:0.004247
token:16818179 lambda:0.999554
token:50346170 lambda:0.211158
token:50354657 lambda:0.002722
token:16791377 lambda:0.003271
token:16788509 lambda:0.000240
token:16801634 lambda:0.000240
token:16783855 lambda:0.002245
token:16791564 lambda:0.022210
token:16791369 lambda:0.997827
token:16814576 lambda:0.000080
token:16782635 lambda:0.004637
token:16817170 lambda:0.000001
token:50359507 lambda:0.000240
token:50346687 lambda:0.000194
token:50337190 lambda:0.754101
token:16778740 lambda:0.000094
token:16788965 lambda:0.000210
token:16804491 lambda:0.000109
token:16863282 lambda:0.000082
token:16817102 lambda:0.000677
token:50350003 lambda:0.000062
token:16818586 lambda:0.000258
token:50357032 lambda:0.000280
token:16796928 lambda:0.999408
token:50347816 lambda:0.181454
token:16849432 lambda:0.983046
token:16784695 lambda:0.013478
token:16814072 lambda:0.000471
token:50342460 lambda:0.000531
token:16805133 lambda:0.000605
token:16837240 lambda:0.000005
token:16826639 lambda:0.001496
token:16821135 lambda:0.000017
token:50347824 lambda:0.000001
token:16806819 lambda:0.000140
token:50340910 lambda:0.000081
token:50350022 lambda:0.000092
token:16819140 lambda:0.003044
token:16821431 lambda:0.000081
token:50350588 lambda:0.000338
token:16818054 lambda:0.071766
token:16802228 lambda:0.857624
token:16795851 lambda:0.000180
token:16804131 lambda:0.000349
token:16828680 lambda:0.249211
token:16815172 lambda:0.000117
token:16784206 lambda:0.018912
token:16784663 lambda:0.999642
token:16796245 lambda:0.000011
token:16788515 lambda:0.000001
token:16818592 lambda:0.002945
token:16854868 lambda:0.000240
token:50334194 lambda:0.002920
token:50339893 lambda:0.000395
token:16867493 lambda:0.001425
token:16815243 lambda:0.009473
token:16783941 lambda:0.040079
token:16779408 lambda:0.048451
token:16791978 lambda:0.000001
token:50353203 lambda:0.002861
token:50338808 lambda:0.966480
token:16806641 lambda:0.000206
token:16809023 lambda:0.010669
token:16787590 lambda:0.000187
token:50341042 lambda:0.993176
token:50346143 lambda:0.004841
token:50336317 lambda:0.125809
token:16788791 lambda:0.003001
token:16818711 lambda:0.001365
token:16807794 lambda:0.001043
token:16796092 lambda:0.000465
token:50359032 lambda:0.000001
token:16806226 lambda:0.001655
token:50347611 lambda:0.001049
token:16803389 lambda:0.000758
token:50346132 lambda:0.000178
token:50346297 lambda:0.007076
token:50347052 lambda:0.001430
token:16812583 lambda:0.000109
token:50351431 lambda:0.000206
token:50340854 lambda:0.001214
token:16802374 lambda:0.000516
token:16823368 lambda:0.000029
token:16790862 lambda:0.000539
token:16801597 lambda:0.000532
token:50341404 lambda:0.000032
token:16792676 lambda:0.000044
token:16826914 lambda:0.000011
token:16797171 lambda:0.009619
token:16824375 lambda:0.001146
token:33566865 lambda:0.000273
token:50354294 lambda:0.000018
token:50358294 lambda:0.000213
token:50341072 lambda:0.980013
token:16836003 lambda:0.121745
token:16790437 lambda:0.000037
token:16777230 lambda:0.103306
token:16829532 lambda:0.000223
token:16813296 lambda:0.371271
token:16798089 lambda:0.002733
token:16852048 lambda:0.999999
token:16801311 lambda:0.000091
token:16808235 lambda:0.000072
token:16799455 lambda:0.000198
token:16836912 lambda:0.062510
token:16814655 lambda:0.625575
token:50337310 lambda:0.049522
token:16780603 lambda:0.000137
token:16793449 lambda:0.000112
token:16815489 lambda:0.000207
token:16802413 lambda:0.000220
token:16783113 lambda:0.003059
token:16802609 lambda:0.000132
token:16798155 lambda:0.026590
token:16799195 lambda:0.003479
token:50346908 lambda:0.000135
token:50343365 lambda:0.130841
token:50338850 lambda:0.000444
token:50347592 lambda:0.461573
token:16811887 lambda:0.000261
token:16801055 lambda:0.001040
token:16841728 lambda:0.000400
token:16811826 lambda:0.301904
token:16837789 lambda:0.000001
token:16812324 lambda:0.000004
token:16795435 lambda:0.008878
token:16783220 lambda:0.000147
token:16823241 lambda:0.000179
token:50334950 lambda:0.992330
token:16800833 lambda:0.000303
token:16788301 lambda:0.000331
token:16845189 lambda:0.000152
token:16820545 lambda:0.000001
token:16805704 lambda:0.000466
token:16811896 lambda:0.999279
token:16829303 lambda:0.000222
token:50341649 lambda:0.001406
token:16831034 lambda:0.000001
token:16812953 lambda:0.797520
token:16860791 lambda:0.000443
token:50345234 lambda:0.000001
token:50353326 lambda:0.001944
token:16863746 lambda:0.000240
token:50351896 lambda:0.000010
token:16797754 lambda:0.001112
token:16825389 lambda:0.000138
token:16842561 lambda:0.000128
token:16814795 lambda:0.000052
token:16811804 lambda:0.378755
token:16786064 lambda:0.996840
token:16799561 lambda:0.000025
token:16803388 lambda:0.004273
token:16817487 lambda:0.003327
token:16809422 lambda:0.001578
token:16813522 lambda:0.999547
token:50343101 lambda:0.003088
token:16790148 lambda:0.000748
token:16787067 lambda:0.458277
token:16817392 lambda:0.000229
token:16805468 lambda:0.000158
token:50339970 lambda:0.000085
token:16780146 lambda:0.363260
token:50348879 lambda:0.999940
token:16797351 lambda:0.000311
token:16800921 lambda:0.000122
token:16790533 lambda:0.003936
token:16860783 lambda:0.996840
token:16790715 lambda:0.998227
token:50339202 lambda:0.000563
token:16832535 lambda:0.000240
token:16788304 lambda:0.000299
token:16794457 lambda:0.001535
token:50349939 lambda:0.001153
token:16858650 lambda:0.000005
token:16803967 lambda:0.000376
token:50341086 lambda:0.000014
token:16822933 lambda:0.000190
token:50343880 lambda:0.031763
token:50344842 lambda:0.005089
token:16802619 lambda:0.998379
token:16785296 lambda:0.999360
token:16804374 lambda:0.000131
token:50351321 lambda:0.000252
token:16779127 lambda:0.462108
token:16823446 lambda:0.002722
token:50344247 lambda:0.000137
token:16804774 lambda:0.000147
token:16787633 lambda:0.008283
token:16827407 lambda:0.000083
token:16810759 lambda:0.000321
token:16816562 lambda:0.000924
token:16799806 lambda:0.000725
token:50344438 lambda:0.986676
token:16811025 lambda:0.266226
token:16800825 lambda:0.000714
token:16801489 lambda:0.000214
token:16780845 lambda:0.000684
token:50355323 lambda:0.983046
token:16790775 lambda:0.000379
token:16864627 lambda:0.000048
token:16795528 lambda:0.000973
token:16805748 lambda:0.000708
token:16777333 lambda:0.151323
token:16787655 lambda:0.001296
token:16807914 lambda:0.000506
token:50353871 lambda:0.000088
token:16777560 lambda:0.006061
token:16805157 lambda:0.997110
token:16794917 lambda:0.004040
token:16803873 lambda:0.000212
token:16795465 lambda:0.002601
token:50353714 lambda:0.000240
token:16785532 lambda:0.995159
token:16827836 lambda:0.000069
token:50344732 lambda:0.000430
token:16797720 lambda:0.000592
token:16816896 lambda:0.000186
token:16794842 lambda:0.004560
token:16821793 lambda:0.000156
token:16792295 lambda:0.002096
token:16813965 lambda:0.999996
token:16850868 lambda:0.000106
token:33560414 lambda:0.000560
token:16803232 lambda:0.997951
token:16818662 lambda:0.000614
token:16803629 lambda:0.000269
token:16802178 lambda:0.000158
token:50348272 lambda:0.000256
token:50354509 lambda:0.000052
token:50352772 lambda:0.000332
token:50345594 lambda:0.999058
token:16793696 lambda:0.000167
token:16804550 lambda:0.002965
token:16800236 lambda:0.000016
token:50335515 lambda:0.013265
token:50352680 lambda:0.000163
token:16802512 lambda:0.000537
token:16803915 lambda:0.000359
token:16822887 lambda:0.000091
token:16797231 lambda:0.064433
token:50338616 lambda:0.000696
token:50346429 lambda:0.000650
token:16826483 lambda:0.000096
token:16796223 lambda:0.000225
token:50350368 lambda:0.000018
token:16805077 lambda:0.000402
token:50345504 lambda:0.003663
token:16823160 lambda:0.000477
token:16788691 lambda:0.000246
token:50351191 lambda:0.000705
token:16809318 lambda:0.000514
token:16829705 lambda:0.000834
token:16802340 lambda:0.000081
token:16805945 lambda:0.000526
token:16814699 lambda:0.000091
token:16789777 lambda:0.002092
token:33561322 lambda:0.999875
token:50332856 lambda:0.000173
token:16801693 lambda:0.003175
token:50343800 lambda:0.001896
token:16809132 lambda:0.000015
token:16812758 lambda:0.000038
token:50342572 lambda:0.000110
token:16810044 lambda:0.000258
token:16804327 lambda:0.004787
token:16797110 lambda:0.000094
token:16779471 lambda:0.002854
token:16813855 lambda:0.000877
token:50335748 lambda:0.999917
token:16794732 lambda:0.000062
token:16868830 lambda:0.996439
token:16785109 lambda:0.000161
token:16788934 lambda:0.000410
token:16809039 lambda:0.000835
token:33567389 lambda:0.000560
token:16817666 lambda:0.116778
token:16779908 lambda:0.294948
